appendicitis_0.2_9.csv 2 2 412.3568534851074 466 21 7 14 7 127
appendicitis_0.5_4.csv 7 4 4683.19845199585 520 53 7 21 7 288
appendicitis_0.2_0.csv 4 3 781.3284397125244 265 21 7 21 7 122
appendicitis_0.2_5.csv 4 2 108.62588882446289 315 21 7 42 7 128
appendicitis_0.2_1.csv 7 4 6346.100807189941 393 21 7 21 7 126
appendicitis_0.2_2.csv 5 3 1320.3728199005127 265 21 7 21 7 117
appendicitis_0.2_8.csv 4 2 123.34847450256348 169 21 7 14 7 126
appendicitis_0.2_7.csv 3 1 41.1074161529541 219 21 7 21 7 121
appendicitis_0.2_4.csv 3 3 49.532175064086914 253 21 7 14 7 124
appendicitis_0.2_6.csv 5 3 1031.5237045288086 201 21 7 14 7 128
appendicitis_0.2_3.csv 2 1 65.55509567260742 89 21 7 7 7 126
appendicitis_0.5_8.csv 7 4 2768.4617042541504 298 53 7 21 7 292
appendicitis_0.5_0.csv 5 4 283.2643985748291 165 53 7 28 7 292
appendicitis_0.5_9.csv 7 4 7942.275285720825 436 53 7 49 7 288
appendicitis_0.5_2.csv 10 5 12585.023403167725 2232 53 7 28 7 286
appendicitis_0.5_6.csv 9 6 28848.226070404053 3686 53 7 28 7 290
auto_0.2_2.csv 7 4 25260.077238082886 1229 40 52 52 30 418
auto_0.2_0.csv 7 4 10096.688270568848 2120 40 52 52 30 394
auto_0.2_1.csv 9 5 233077.810049057 3917 40 52 52 30 397
appendicitis_0.5_5.csv 9 6 19617.37298965454 12803 53 7 42 7 295
appendicitis_0.5_7.csv 11 6 38061.40208244324 13386 53 7 21 7 288
auto_0.2_3.csv 7 5 34913.13672065735 9587 40 52 52 29 399
appendicitis_0.5_3.csv 8 6 369.01330947875977 27573 53 7 90 7 289
auto_0.2_5.csv 8 5 81683.68816375732 8636 40 52 52 31 403
auto_0.2_7.csv 9 5 45352.25319862366 10446 40 52 52 30 390
auto_0.2_6.csv 7 5 23561.72752380371 16809 40 52 52 30 384
auto_0.2_4.csv 8 5 59649.35231208801 37681 40 52 52 30 412
auto_0.2_9.csv 8 5 128594.84219551086 111055 40 52 52 30 410
