cleveland-nominal_0.5_0.csv 16 -1 66824.23424720764 3600000 65 17 17 11 17
cleveland-nominal_0.5_1.csv 17 -1 58711.72523498535 3599999 65 17 17 11 16
cleveland-nominal_0.5_2.csv 17 -1 81050.93383789062 3599999 65 17 17 11 17
cleveland-nominal_0.5_3.csv 20 -1 204631.3259601593 3600000 65 17 17 11 17
cleveland-nominal_0.5_9.csv 19 -1 133783.52808952332 3599999 65 17 17 11 17
cleveland-nominal_0.5_5.csv 21 -1 145794.85821723938 3599999 65 17 17 11 16
cleveland-nominal_0.5_7.csv 17 -1 97048.89106750488 3599999 65 17 17 11 16
cleveland-nominal_0.5_8.csv 18 -1 186148.1795310974 3599999 65 17 17 11 17
cleveland-nominal_0.5_6.csv 20 -1 100469.27690505981 3600000 65 17 17 11 16
cleveland-nominal_0.5_4.csv 16 -1 23055.922985076904 3600000 65 17 17 11 16
molecular_biology_promoters_0.5_7.csv 6 -1 2534596.2193012238 3599999 53 228 228 104 228
soybean_0.5_7.csv 10 -1 1228182.4386119843 3600002 311 133 133 68 133
soybean_0.5_8.csv 10 -1 794575.4406452179 3600006 311 133 133 68 131
soybean_0.5_9.csv 10 -1 1314464.1852378845 3600002 311 133 133 68 131
spect_0.5_2.csv 17 -1 119924.66306686401 3599999 109 22 22 21 22
spect_0.5_4.csv 17 -1 170203.1650543213 3599999 109 22 22 21 22
spect_0.5_5.csv 18 -1 367289.17813301086 3599999 109 22 22 22 22
spect_0.5_8.csv 16 -1 158189.4280910492 3600000 109 22 22 22 22
